Name,Rating,Cuisine,Discounts,Image URL,Link
The Healthful Blend,4.8(41)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/yd3z/the-healthful-blend
Ahbab Sweets and Bakers - North Nazimabad,5(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hpa5/ahbab-sweets-and-bakers-north-nazimabad
ZAIQA flavoured by Hamza Mandvi,4.9(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qo1k/zaiqa-flavoured-by-hamza-mandvi
Baba Rabri - North Nazimabad,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w9qg/baba-rabri-north-nazimabad
Iqbal Gol Gappy & Chat House,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/e7ju/iqbal-gol-gappy-and-chat-house
Jordan Restaurant,4.5(50)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t2w9/jordan-restaurant-t2w9
Cravings,3.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/x9vd/cravings-x9vd
Happy - North Nazimabad,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/c0dj/happy-north-nazimabad
Choudhry Mateen,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v3am/choudhry-mateen
Pie In The Sky - North Nazimabad H Block,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u9rd/pie-in-the-sky-north-nazimabad-h-block
Daily Delights - Sector 11E,2.8(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/akqn/daily-delights-sector-11e
A.S kitchen,4.2(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nor3/a-s-kitchen
Nando's Nazimabad,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ztfo/nandos-nazimabad
Foodholic,4.6(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ag6f/foodholic-ag6f
Mr Chaat & Fast Food,4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t8fk/mr-chaat-and-fast-food
Al Hamza Burger & Fast Food,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hjl8/al-hamza-burger-and-fast-food
Nesbrew,4.2(20)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xm2y/nesbrew
Samrat Sweets and Bakers,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wq5l/samrat-sweets-and-bakers
Quetta Chai - Branch 3,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n72d/quetta-chai-branch-3
Quetta Star Hotel,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zr2n/quetta-star-hotel-zr2n
Fries Inn,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ov41/fries-inn
Kaybees - North Nazimabad,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Western,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s2pr/kaybees-north-nazimabad
Lazzat Pakwan House,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v7va/lazzat-pakwan-house
ROADHOUSE KITCHEN,4.8(16)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gtco/roadhouse-kitchen
NEW HYDERI DILPASAND CHAT,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wlvh/new-hyderi-dilpasand-chat
The Kashif Foods Kitchen,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ous2/the-kashif-foods-kitchen
Flip Choppers,,,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/xvf6/flip-choppers
Quetta Madina Hotel - Hyderi,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ozof/quetta-madina-hotel-hyderi
Sana Danish Foods,5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"5% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/h363/sana-danish-foods
Sawaira Halwa Puri,4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/j327/sawaira-halwa-puri
AL-Shabbir Haiderabadi Yakhni Pulao And Pakwan Center,4.8(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/t0nh/al-shabbir-haiderabadi-yakhni-pulao-and-pakwan-center
Subway - North Nazimabad,4.7(15000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Sandwiches,Up to 35% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s0sl/subway-north-nazimabad-s0sl
Chai.PK-Fb area(Home-Chef) (Homechef),4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/d1oo/chai-pk-fb-area-home-chef-homechef
Khowsey Kitchen,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/vwv3/khowsey-kitchen
Musjab's Kitchen (Homechef),4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n7ww/musjabs-kitchen-homechef
foodie Tasty Gol Gappy and Fast Food,4(50)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,15% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/j52y/foodie-tasty-gol-gappy-and-fast-food
Kababjees Bakers - North Nazimabad,4.9(35000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,10% off Rs.199,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u0ni/kababjees-bakers-north-nazimabad
Kitchen by AAS,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/lkyq/kitchen-by-aas
HAPPY - SPAR,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/iz17/happy-spar
Az Foods,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off selected items, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rx92/az-foods-rx92
Angeethi - North Nazimabad,4.9(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Rs.101 off Rs.101,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ghxu/angeethi-north-nazimabad
Khan's Flavours,4.6(43)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/sgr9/khans-flavours
PIO - The Soda Shop,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/l43j/pio-the-soda-shop
Pizza Nation - North Nazimabad,4.5(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,Up to 30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ne16/pizza-nation-north-nazimabad
Desi Delights,3.6(7)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/payl/desi-delights-payl
Cafe Cocktail,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/e7ms/cafe-cocktail
Foodie Arabic Shawarma,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,"15% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/gac1/foodie-arabic-shawarma
SN Royal (Homechef),4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/yoxf/sn-royal-homechef
Oven Treats,,Desserts,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/va3s/oven-treats
Quetta Al Saif Hotel-North Nazimabad,4.8(10000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w9hv/quetta-al-saif-hotel-north-nazimabad
Quetta Bunyan Marsoos Cafe,,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/au2b/quetta-bunyan-marsoos-cafe
Quetta Darbar Hotel,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/x6t2/quetta-darbar-hotel-x6t2
Delicious Food House,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/pw1m/delicious-food-house-pw1m
Sawera Halwa Puri & Kachori,3.2(25)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/b8oo/sawera-halwa-puri-and-kachori
Pehelwan Hotel & Nihari House,4.5(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w5fq/pehelwan-hotel-and-nihari-house
Studio 7 Teas,4.7(10000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n7bo/studio-7-teas
Al Mustafa Sheermal House,5(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/b24j/al-mustafa-sheermal-house-b24j
Super burger & fast food,4.9(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u0hf/super-burger-and-fast-food
Delhi Sohail Restaurant-Block A,4.8(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v0us/delhi-sohail-restaurant-block-a
GHAZI BIRYANI AND PAKWAN HOUSE - FB AREA,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/kz1i/ghazi-biryani-and-pakwan-house-fb-area
Baba Sheermal Pakwan And Bar BQ,4.8(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/n9zb/baba-sheermal-pakwan-and-bar-bq
Alia's kitchen,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/i0ye/alias-kitchen-i0ye
M. Riaz Pakwan & Biryani Centre,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/vs8m/m-riaz-pakwan-and-biryani-centre
Nasir Sweets Bakers & Nimco - Water Pump,4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ugkj/nasir-sweets-bakers-and-nimco-water-pump
Quetta Al-Sadat Cafe,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cptj/quetta-al-sadat-cafe
Al Abbas Food & Pakwan Centre,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/f6gl/al-abbas-food-and-pakwan-centre
Quetta Al Sadat Cafe,5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 30% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zjm9/quetta-al-sadat-cafe-zjm9
Farzan Sweets & Bakers-FB Area,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w6lj/farzan-sweets-and-bakers-fb-area
AM Food,4.9(38)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rt47/am-food-rt47
Bombay Samosa & Nimko,4.9(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/d9ls/bombay-samosa-and-nimko
House of Momos by Ayesha,4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/som4/house-of-momos-by-ayesha
Ammi ka Kitchen,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nj7e/ammi-ka-kitchen-nj7e
Mr Mak,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/u2ct/mr-mak
Alia's kitchen,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/i0ye/alias-kitchen-i0ye
The Real Tastes,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/zy2p/the-real-tastes
M. Riaz Pakwan & Biryani Centre,4.6(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/vs8m/m-riaz-pakwan-and-biryani-centre
Bawarchi Spot,4.2(30)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/c9ez/bawarchi-spot
Nasir Sweets Bakers & Nimco - Water Pump,4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ugkj/nasir-sweets-bakers-and-nimco-water-pump
Unique Kitchen,4(46)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/mg78/unique-kitchen-mg78
Tooso - FB Area,4.9(64)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,30% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qi7x/tooso-fb-area
Kababjees Pizza - FB Area,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,40% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/r8u3/kababjees-pizza-fb-area
Ghar Ka Zaiqa,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/o089/ghar-ka-zaiqa-o089
Zainab ka zaika,3.7(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/v22e/zainab-ka-zaika
Moos n Clucks - FB Area,4.2(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,15% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/h25w/moos-n-clucks-fb-area-h25w
KK FOODS,4.8(18)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/wn8x/kk-foods-wn8x
Al Syed Biryani and Pakwan Center - Abbasi Shaheed,4.7(89)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,20% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/alo3/al-syed-biryani-and-pakwan-center-abbasi-shaheed
Pizza Max - Water Pump,4.8(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,Rs.1081 off Rs.1081,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/s0rg/pizza-max-water-pump
Burger Villa - FB Area,4.5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,Up to 15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/qpex/burger-villa-fb-area
Farzan Sweets & Bakers-FB Area,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w6lj/farzan-sweets-and-bakers-fb-area
AM Food,4.9(38)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rt47/am-food-rt47
Cloudy Kitchen,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/nq0p/cloudy-kitchen
Ahbab Namkeen,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/urmt/ahbab-namkeen
Al Madina Fast Food - FB Area,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,Up to 20% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/hox8/al-madina-fast-food-fb-area
Ahbab Sweets And Food Bakers - Abbasi,5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/cmou/ahbab-sweets-and-food-bakers-abbasi
Majestic Restaurant - Nazimabad,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/eleo/majestic-restaurant-nazimabad
Original HOT n Tasty Roll BBQ,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/aex9/original-hot-n-tasty-roll-bbq
Angry Burger (Ayesha Manzil),4.8(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/g9cu/angry-burger-ayesha-manzil
New Al Hamd Sweets & Bakers,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,15% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/aqub/new-al-hamd-sweets-and-bakers
Noorani kichen (Homechef),4.5(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,"Up to 10% off, Free Delivery",https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w9jo/noorani-kichen-homechef
Nawab Nalli Biryani,3.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w0uh/nawab-nalli-biryani
Mr Biryani - Hadi Market,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,Up to 10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/ncgz/mr-biryani-hadi-market
BIRYANI ADDA,4.3(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/k9af/biryani-adda-k9af
Dehli sweets baker nimko,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/mmz7/dehli-sweets-baker-nimko
SIDDIQUI'S KITCHEN,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/dg5p/siddiquis-kitchen-dg5p
Spice of Karachi by Sana,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,10% off selected items,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/rqh6/spice-of-karachi-by-sana
Nawab’s Food,4.9(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/jsv7/nawabs-food
Bismillah juice center,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,10% off,https://micro-assets.foodora.com/img/logo-placeholder-fp.svg,https://www.foodpanda.pk/restaurant/w917/bismillah-juice-center
